Sentence,Entity,predicted_label
"Familienministerin Lisa Paus (Grüne) und Justizminister Marco Buschmann (FDP) bei der Vorstellung des Eckpunktepapiers zum Selbstbestimmungsgesetz in der Bundespressekonferenz in Berlin (30.06.2022) Melden Sie sich an und diskutieren Sie mit  Trotz Randbebauung soll das Tempelhofer Feld die grüne Lunge Berlins bleiben In ihren Koalitionsgesprächen in Berlin haben sich die Verhandler von CDU und SPD darauf geeinigt, das Tempelhofer Feld teilweise zu bebauen.",Lisa Paus,1
"Familienministerin Lisa Paus (Grüne) und Justizminister Marco Buschmann (FDP) bei der Vorstellung des Eckpunktepapiers zum Selbstbestimmungsgesetz in der Bundespressekonferenz in Berlin (30.06.2022) Melden Sie sich an und diskutieren Sie mit  Trotz Randbebauung soll das Tempelhofer Feld die grüne Lunge Berlins bleiben In ihren Koalitionsgesprächen in Berlin haben sich die Verhandler von CDU und SPD darauf geeinigt, das Tempelhofer Feld teilweise zu bebauen.",Marco Buschmann,1
"CDU und SPD wollen, dass der Wohnungsbau durch landeseigene Wohnungsbaugesellschaften und gemeinwohlorientierte Genossenschaften vorgenommen wird.",SPD,2
"CDU und SPD wollen, dass der Wohnungsbau durch landeseigene Wohnungsbaugesellschaften und gemeinwohlorientierte Genossenschaften vorgenommen wird.",CDU,2
"CDU und SPD wollen, dass der Wohnungsbau durch landeseigene Wohnungsbaugesellschaften und gemeinwohlorientierte Genossenschaften vorgenommen wird.",Genossen,2
Die CDU nennt explizit eine »Volksbefragung«.,CDU,2
Laut SPD solle die Entscheidung bei den Berlinerinnen und Berlinern liegen – eine vage Angabe.,SPD,2
Möglicherweise möchte die SPD die Zukunft des Tempelhofer Felds mit der nächsten Abgeordnetenhauswahl 2026 kombinieren.,SPD,2
CDU-Chef Kai Wegner hatte sich bereits vor den Koalitionsverhandlungen für eine erneute Volksbefragung ausgesprochen.,CDU,2
Über das Thema Stadtentwicklung sprechen die Dachgruppen von CDU und SPD erst kommende Woche.,SPD,2
Über das Thema Stadtentwicklung sprechen die Dachgruppen von CDU und SPD erst kommende Woche.,CDU,2
Das teilte CDU-Generalsekretär Stefan Evers bei einer Pressekonferenz am Freitag mit.,CDU,2
"Die Staats- und Regierungschefs der Europäischen Union stimmten derweil bei ihrem Gipfel in Brüssel einem neuen umfangreichen Munitionspaket an die Ukraine zu, das die Außen- und Verteidigungsminister am Montag ausgehandelt hatten.",Union,1
"Bundeskanzler Olaf Scholz (SPD) hatte sich zu Beginn des Gipfels bereit erklärt, »die Ukraine so lange zu unterstützen, wie das tatsächlich notwendig sein wird«.",SPD,2
"Bundeskanzler Olaf Scholz (SPD) hatte sich zu Beginn des Gipfels bereit erklärt, »die Ukraine so lange zu unterstützen, wie das tatsächlich notwendig sein wird«.",Olaf Scholz,2
"In Handschellen: Der Angeklagte vor Gericht  Wenn es nach Bundesverkehrsminister Volker Wissing geht, sollen Lkw am Sonntag ausnahmsweise fahren dürfen Die Polizei in Nordrhein-Westfalen will an diesem Sonntag auf die Durchsetzung des Sonntagsfahrverbots für Lastwagen verzichten. »",Volker Wissing,2
Auch die rheinland-pfälzische Wirtschaftsministerin Daniela Schmitt (FDP) hat eine Ausnahme vom Sonntagsfahrverbot für Laster erlassen.,FDP,2
Damit kommen beide Bundesländer einer Bitte von Bundesverkehrsminister Volker Wissing (FDP) angesichts des bundesweiten Verkehrsstreiks an diesem Montag nach. »,FDP,2
Damit kommen beide Bundesländer einer Bitte von Bundesverkehrsminister Volker Wissing (FDP) angesichts des bundesweiten Verkehrsstreiks an diesem Montag nach. »,Volker Wissing,2
"Um die Lieferketten möglichst stabil zu halten und die Versorgung nicht zu gefährden, habe ich die zuständigen Länder gebeten, von Kontrollen des Sonntagsfahrverbots für Lkw abzusehen«, hatte der FDP-Politiker der »Bild« (Samstag) gesagt.",FDP,2
"Wenn es nach Bundesverkehrsminister Volker Wissing geht, sollen Lkw am Sonntag ausnahmsweise fahren dürfen Melden Sie sich an und diskutieren Sie mit  Anthony Albanese, Australischer Premierminister »Um ganz klar zu sein, weil mir diese Frage heute Morgen gestellt wurde: Gibt es irgendwelche Umstände, unter denen nicht darüber abgestimmt wird?",Volker Wissing,2
"Monica Lierhaus im April 2022 auf einer Benefizveranstaltung Georg Wendt / dpa Lierhaus im Jahr 2004 als Moderatorin der »Sportschau« Melden Sie sich an und diskutieren Sie mit  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa CDU-Chef Friedrich Merz hat trotz politischer Differenzen Sympathien für Wirtschaftsminister Robert Habeck von den Grünen erkennen lassen. »",Grüne,2
"Monica Lierhaus im April 2022 auf einer Benefizveranstaltung Georg Wendt / dpa Lierhaus im Jahr 2004 als Moderatorin der »Sportschau« Melden Sie sich an und diskutieren Sie mit  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa CDU-Chef Friedrich Merz hat trotz politischer Differenzen Sympathien für Wirtschaftsminister Robert Habeck von den Grünen erkennen lassen. »",Olaf Scholz,2
"Monica Lierhaus im April 2022 auf einer Benefizveranstaltung Georg Wendt / dpa Lierhaus im Jahr 2004 als Moderatorin der »Sportschau« Melden Sie sich an und diskutieren Sie mit  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa CDU-Chef Friedrich Merz hat trotz politischer Differenzen Sympathien für Wirtschaftsminister Robert Habeck von den Grünen erkennen lassen. »",Friedrich Merz,2
"Monica Lierhaus im April 2022 auf einer Benefizveranstaltung Georg Wendt / dpa Lierhaus im Jahr 2004 als Moderatorin der »Sportschau« Melden Sie sich an und diskutieren Sie mit  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa CDU-Chef Friedrich Merz hat trotz politischer Differenzen Sympathien für Wirtschaftsminister Robert Habeck von den Grünen erkennen lassen. »",CDU,2
"Monica Lierhaus im April 2022 auf einer Benefizveranstaltung Georg Wendt / dpa Lierhaus im Jahr 2004 als Moderatorin der »Sportschau« Melden Sie sich an und diskutieren Sie mit  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa CDU-Chef Friedrich Merz hat trotz politischer Differenzen Sympathien für Wirtschaftsminister Robert Habeck von den Grünen erkennen lassen. »",Robert Habeck,2
"Es gibt ja dieses schöne Wort: Man kann ihm beim Denken zuschauen«, sagte der Unionsfraktionsvorsitzende über den Vizekanzler.",Union,2
Distanzierter äußerte sich der CDU-Chef über Bundeskanzler Olaf Scholz.,Olaf Scholz,1
Distanzierter äußerte sich der CDU-Chef über Bundeskanzler Olaf Scholz.,CDU,1
so der CDU-Chef. »,CDU,2
"Lesen Sie hier auch die SPIEGEL-Recherche zu einer Großspende, die den CDU-Chef in Erklärungsnot bringt: Friedrich Merz und die ominöse »Spendenübergabe«  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  US-Abgeordneter George Santos (im Januar): Übereinkunft mit der zuständigen Staatsanwaltschaft Der skandalumwitterte republikanische US-Abgeordnete George Santos hat einem Medienbericht zufolge seine Schuld in einem Betrugsfall in Brasilien zugegeben.",Olaf Scholz,1
"Lesen Sie hier auch die SPIEGEL-Recherche zu einer Großspende, die den CDU-Chef in Erklärungsnot bringt: Friedrich Merz und die ominöse »Spendenübergabe«  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  US-Abgeordneter George Santos (im Januar): Übereinkunft mit der zuständigen Staatsanwaltschaft Der skandalumwitterte republikanische US-Abgeordnete George Santos hat einem Medienbericht zufolge seine Schuld in einem Betrugsfall in Brasilien zugegeben.",Friedrich Merz,1
"Lesen Sie hier auch die SPIEGEL-Recherche zu einer Großspende, die den CDU-Chef in Erklärungsnot bringt: Friedrich Merz und die ominöse »Spendenübergabe«  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  US-Abgeordneter George Santos (im Januar): Übereinkunft mit der zuständigen Staatsanwaltschaft Der skandalumwitterte republikanische US-Abgeordnete George Santos hat einem Medienbericht zufolge seine Schuld in einem Betrugsfall in Brasilien zugegeben.",CDU,1
"Lesen Sie hier auch die SPIEGEL-Recherche zu einer Großspende, die den CDU-Chef in Erklärungsnot bringt: Friedrich Merz und die ominöse »Spendenübergabe«  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  US-Abgeordneter George Santos (im Januar): Übereinkunft mit der zuständigen Staatsanwaltschaft Der skandalumwitterte republikanische US-Abgeordnete George Santos hat einem Medienbericht zufolge seine Schuld in einem Betrugsfall in Brasilien zugegeben.",Robert Habeck,1
"Außenministerin Baerbock in Georgien: »Vertrauen Sie nicht den Worten der Regierung« Melden Sie sich an und diskutieren Sie mit  Melden Sie sich an und diskutieren Sie mit  Stephan Weil: Vermutet, dass das »Verhältnis von Amazon zur Betriebsverfassung nicht hinterfragt werden sollte« Vor Gericht bekam Amazon zuletzt recht: Die ständige Mitarbeiterkontrolle bei dem Versandhändler in Winsen südlich von Hamburg sei rechtens, entschied das Verwaltungsgericht.",Stephan Weil,1
"Nun wollte Niedersachsens Ministerpräsident Stephan Weil den Logistikstandort im Landkreis Harburg besuchen, doch offenbar fürchtete man in dem Unternehmen weiterhin, auf die Arbeitnehmerrechte angesprochen zu werden.",Stephan Weil,2
"Dem SPD-Politiker zufolge häuften sich zuletzt Auseinandersetzungen von Amazon mit Betriebsräten, die in Gerichtsverfahren mündeten, so auch am Standort Winsen. »",SPD,1
"Stephan Weil: Vermutet, dass das »Verhältnis von Amazon zur Betriebsverfassung nicht hinterfragt werden sollte« Melden Sie sich an und diskutieren Sie mit  Schon wieder Geschichte: Julian Nagelsmann beim FC Bayern IMAGO / IMAGO/ActionPictures Der FC Bayern München hat die Freistellung von Trainer Julian Nagelsmann nun auch offiziell bestätigt und Thomas Tuchel als Nachfolger bekannt gegeben.",Stephan Weil,2
"Macron habe auch mit Bundeskanzler Olaf Scholz (SPD) darüber gesprochen, dass mit Blick auf China eine »europäische Stimme« nötig sei, sagte Frankreichs Präsident nach Abschluss des EU-Gipfels in Brüssel. »",SPD,2
"Macron habe auch mit Bundeskanzler Olaf Scholz (SPD) darüber gesprochen, dass mit Blick auf China eine »europäische Stimme« nötig sei, sagte Frankreichs Präsident nach Abschluss des EU-Gipfels in Brüssel. »",Olaf Scholz,2
"Macron erinnerte nun daran, dass er 2019 sowohl die damalige Bundeskanzlerin Angela Merkel (CDU) als auch EU-Kommissionspräsident Jean-Claude Juncker zu einem Vierer-Gipfel mit dem chinesischen Präsidenten Xi Jinping in Paris empfangen hatte.",CDU,2
"Übergangen, gemobbt, abserviert: Wie Ältere diskriminiert werden Melden Sie sich an und diskutieren Sie mit  Bundeskanzler Olaf Scholz beim EU-Gipfel in Brüssel Sie können den Artikel leider nicht mehr aufrufen.",Olaf Scholz,1
Bundeskanzler Olaf Scholz beim EU-Gipfel in Brüssel Melden Sie sich an und diskutieren Sie mit  Wappen der bayerischen Polizei (Symbolbild) Timm Schamberger / DPA Im oberpfälzischen Nabburg hat ein 67-Jähriger den Bürgermeister der Stadt mit Schlamm überschüttet.,Olaf Scholz,2
"DER SPIEGEL: Unionists are angry, because even the recently revised Brexit deal between London and Brussels separates Northern Ireland economically from the rest of the UK.",Union,1
"I am certain our international allies, our European friends, will help us navigate this path so that a reunified Ireland would re-enter the European Union in totality.",Union,2
"Julian Nagelsmann und Thomas Tuchel Alexander Hassenstein / Getty Images; Darren Walsh / Chelsea FC / Getty Images Melden Sie sich an und diskutieren Sie mit  Olaf Scholz in Brüssel: »Striktere, klarere Regeln« als in vielen anderen Ländern der Welt Nach dem Zusammenbruch der Credit Suisse in der Schweiz beschwichtigt Bundeskanzler Olaf Scholz Sorgen um die Deutsche Bank. »",Olaf Scholz,2
"Es gibt keinen Anlass, sich irgendwelche Gedanken zu machen«, sagte der SPD-Politiker zum Abschluss des EU-Gipfels in Brüssel.",SPD,2
"Scholz hob hervor, dass es in der Eurozone und der Europäischen Union »striktere, klarere Regeln« als in vielen anderen Ländern der Welt gebe.",Union,2
"Olaf Scholz in Brüssel: »Striktere, klarere Regeln« als in vielen anderen Ländern der Welt Melden Sie sich an und diskutieren Sie mit  Paul Rusesabagina im Februar 2021 in Kigali Er hatte während des Völkermords in Ruanda Hunderte Menschen gerettet, Hollywood machte ihn in dem Film »Hotel Ruanda« zum ewigen Helden.",Olaf Scholz,1
"Die haushaltspolitische Sprecherin der Linksfraktion, Gesine Lötzsch, bestärkt das Gutachten in ihrer Auffassung, dass die Autobahn GmbH »eine gigantische Fehl­konstruktion« sei.",Linksfraktion,2
"Einer, dem wegen seines vorangeschrittenen Alters häufig die politische Zukunft abgesprochen wird, ist zum Beispiel der CDU-Vorsitzende Friedrich Merz.",Friedrich Merz,2
"Einer, dem wegen seines vorangeschrittenen Alters häufig die politische Zukunft abgesprochen wird, ist zum Beispiel der CDU-Vorsitzende Friedrich Merz.",CDU,2
"Auch der SPIEGEL hat ihm heute einen schönen Platz auf der Homepage spendiert: Friedrich Merz und die ominöse »Spendenübergabe«  lautet der Titel der Geschichte von Sven Becker, deren Lektüre ich Ihnen sehr ans Herz legen möchte.",Friedrich Merz,0
Jüngst erhielt die CDU 100.000 Euro von der Deutschen Vermögensberatung AG.,CDU,2
Dem Unternehmen zufolge wurde die Spende Friedrich Merz bei einem Gesprächstermin »übergeben«.,Friedrich Merz,2
"Ein Risiko namens Olaf Scholz: Kaum geraten wieder Banken in Schieflage, fällt die Politik in falsche Reflexe – allen voran der Bundeskanzler .",Olaf Scholz,1
Dogukan Sahin / dpa Bundesinnenministerin Nancy Faeser ist an der Gedenkstätte für die Opfer des 11. September 2001 in die Knie gegangen.,Nancy Faeser,2
"Wir müssen Schützen und Nutzen zusammenbringen – ausgewogen und differenziert«, sagte Bundeslandwirtschaftsminister Cem Özdemir nach Abschluss der Konferenz.",Cem Özdemir,2
"Der Grünenpoltiker freue sich , dass ihm die Ressortverantwortlichen geschlossen den Rücken gestärkt hätten, »um in Brüssel gegen ein pauschales Schleppnetzverbot und damit für die deutsche Krabbenfischerei zu kämpfen«, sagte er.",Grüne,0
"Schleswig-Holsteins Ressortchef und Vorsitzender der Agrarministerkonferenz (AMK), Werner Schwarz (CDU), sagte, »beim Umbau der Tierhaltung habe ich mir heute klarere Ergebnisse gewünscht.",CDU,2
"Die Unions-geführten Agrarministerien von Schleswig-Holstein, Sachsen-Anhalt, Bayern, Baden-Württemberg und Nordrhein-Westfalen äußerten die Sorge, dass – wenn Özdemirs Pläne Realität werden – Fleisch von Tieren importiert werde, das unter geringeren Tierwohl- und Umweltstandards erzeugt werde.",Union,1
"Nachdem die Deutsche Bahn mitgeteilt hat, dass sie selbst den Transport versorgungsrelevanter Güter »nicht versprechen« kann, verlangt Bundesverkehrsminister Volker Wissing eine Stärkung anderer Verkehrswege.",Volker Wissing,2
"Der FDP-Politiker sprach sich dafür aus, dass Lkw auch diesen Sonntag Waren liefern können sollten.",FDP,2
Die sportlichen Bosse bei Bayern München: Vorstandsmitglied Oliver Kahn und Sportvorstand Hasan Salihamidžić Melden Sie sich an und diskutieren Sie mit  SPD-Politiker Kutschaty am Abend der Landtagswahl im Mai 2022: Er hatte auf den Kanzlerbonus gesetzt Sie können den Artikel leider nicht mehr aufrufen.,SPD,2
"SPD-Politiker Kutschaty am Abend der Landtagswahl im Mai 2022: Er hatte auf den Kanzlerbonus gesetzt Melden Sie sich an und diskutieren Sie mit  Budapest: In der ungarischen Hauptstadt sollen Linksextremisten Jagd auf Neonazis gemacht haben Johann G., genannt »Gucci«, gehört nach Erkenntnissen des Landeskriminalamts (LKA) Sachsen zu einer Gruppe von etwa 20 Verdächtigen, die während eines Neonazi-Treffens in Bu­dapest Jagd auf Rechtsextremisten gemacht haben soll.",SPD,1
"Nicht etwa weil die Politik der Ampelparteien herausragend wäre, ganz im Gegenteil, sondern weil die aktuellen Konflikte in der Koalition deutlich zeigen, dass »Klima« mehr ist als ein politisches Thema unter vielen.",Ampel,2
"Nicht etwa weil die Politik der Ampelparteien herausragend wäre, ganz im Gegenteil, sondern weil die aktuellen Konflikte in der Koalition deutlich zeigen, dass »Klima« mehr ist als ein politisches Thema unter vielen.",Ampelparteien,2
"SPD, Grüne und FDP liegen derzeit bei mehreren Dutzend Vorhaben miteinander im Clinch.",SPD,2
"SPD, Grüne und FDP liegen derzeit bei mehreren Dutzend Vorhaben miteinander im Clinch.",Grüne,2
"SPD, Grüne und FDP liegen derzeit bei mehreren Dutzend Vorhaben miteinander im Clinch.",FDP,2
"Habeck, Scholz, Lindner: Je nach Rechnung liegen SPD, Grüne und FDP gerade bei mehreren Dutzend Vorhaben miteinander im Clinch Verbrenner-Aus: Wissing blamiert Deutschland Im Verbrennerstreit reichte die EU-Kommission Verkehrsminister Wissing die Hand, doch der schlug sie weg.",SPD,1
